cell_type	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50
B cells	9.633562	0.303386	-1.164624	-0.277623	1.700412	1.654397	1.302203	0.481292	0.256952	0.637137	-0.444016	-0.737033	-1.993385	-1.771434	-3.110786	-0.538300	1.808779	-3.307335	-1.796471	-0.727066	1.923065	1.467168	0.682498	-0.085142	-0.180558	-1.998073	-2.957431	-0.185375	-1.897274	-0.245607	1.870826	0.533129	-2.083326	0.233896	-2.266085	-1.574079	-1.770479	-0.804340	-0.527780	-0.481248	0.536438	-0.608345	-0.644410	0.048100	1.205635	-1.477752	-0.198661	-1.049752	0.186398	-0.155787
CD4 T	-5.290445	-1.954532	0.076673	-2.932439	-0.051912	0.108958	0.105812	-0.453300	-2.455798	0.531922	-0.766529	0.979470	0.665577	-0.467876	1.196501	-0.524088	2.549883	-1.319054	-0.249508	0.564097	-0.386501	0.696804	1.382383	2.245402	-0.110472	1.043921	-0.068433	0.775153	-0.264147	-1.749593	-1.405922	1.776655	-1.169993	-2.518653	-3.159817	0.167319	-0.765491	1.590882	1.882828	0.782175	-1.102719	1.157917	-4.518512	-1.158518	1.241770	-0.860868	0.669018	-2.506663	0.686432	1.518185
B cells	8.212315	-1.490322	0.895862	-1.465876	2.249533	-3.554855	-1.061425	-0.792798	-1.613154	-1.556239	-0.669789	-0.884063	-1.608613	-1.959245	0.730974	-0.357409	-0.786696	2.566413	-3.131730	-2.699051	-0.136067	-0.245539	0.228982	-0.300951	1.176689	0.513125	1.153131	-2.991296	-0.269555	1.638558	-2.264343	1.873230	3.345893	-1.643593	-1.651454	1.398621	-1.487881	1.301785	0.519036	0.104506	-1.584913	0.473958	-0.061677	0.506880	0.255902	-0.917476	0.708897	0.508469	0.291689	-1.231352
B cells	12.863233	1.496830	-2.512548	1.453602	-3.519415	2.101578	2.539835	-2.073330	0.673119	6.476672	-0.224068	-1.417491	0.260652	-0.640506	0.515585	-0.381885	-0.509599	-1.018113	-0.704421	-4.923049	0.240294	0.814528	0.787506	-0.669135	-0.555866	-0.523261	0.282225	3.067472	0.398320	-2.440518	2.701055	1.797557	-2.685538	-1.016123	0.690515	0.444222	0.642620	-1.712323	1.446159	-0.350689	-1.530761	3.093465	-1.239581	3.579694	1.990894	-0.275324	-3.069356	0.909967	-1.741137	1.476808
CD8 T	-2.250038	11.382841	0.929229	6.650051	-2.908465	-3.495423	0.990552	0.361409	-3.757313	-5.054834	2.235656	0.703688	-4.492696	2.738948	-4.039985	-1.361598	1.803478	-2.013014	1.739617	2.899864	1.690456	-4.625695	-1.622915	-5.204859	-5.190630	-3.006414	-4.138234	-1.303760	-1.371484	2.062188	1.304250	-3.632278	-4.499030	-3.639229	-2.136714	-1.195677	-0.375590	0.558097	0.986167	-2.000712	-2.921291	1.351520	1.528388	2.531211	-1.013546	0.073629	-2.969855	-1.062550	3.422947	-2.524193
B cells	4.447825	-2.462630	-1.554265	-0.517276	1.754360	-1.014042	0.941470	3.409320	0.000189	1.387177	-1.094482	0.703279	0.209723	-1.181775	2.683521	-0.246726	-2.167343	-1.341230	-0.555472	-2.603392	-1.570375	1.092410	0.933998	-1.252524	-0.303881	0.410346	-0.746586	-0.137889	0.483992	1.618685	-1.413553	-0.526411	2.586361	1.611534	-0.977411	-1.534964	1.272435	2.364384	0.827496	0.083073	-1.408519	-0.841711	-1.161986	0.404527	-1.069157	-0.951557	-0.168874	-0.825905	2.614337	-0.566691
CD14 Monocytes	-3.025373	-6.478855	-0.616387	5.824708	2.473280	1.182251	-0.609329	1.080237	0.695413	-0.619538	0.571877	-0.052124	1.357491	1.622241	1.104526	1.021767	-0.765038	-0.191930	-1.283261	-0.727922	0.068248	-1.041727	-0.299341	-1.140763	-0.012373	0.483933	0.813802	0.801289	-1.085519	-2.763048	1.007295	-0.149683	-3.023687	3.068475	2.911017	0.766183	3.206444	-1.113508	2.507328	-0.807087	-2.868315	0.763584	0.255647	0.301467	0.141847	-1.274708	1.439343	-0.123883	0.371681	-1.829982
NK cells	10.040493	0.469031	-0.048762	2.326125	-0.554750	-8.370034	-0.714144	7.500523	3.782215	2.027555	-0.492812	1.344154	2.787988	-0.929546	-3.071970	1.776740	-0.204837	0.118571	-0.490714	0.571945	-3.320572	1.365758	-2.873885	-0.936252	-2.994996	-0.402638	1.383300	0.642972	-0.880133	0.534871	1.158918	-0.726884	2.644220	1.261814	0.560583	0.306231	0.782776	-0.443539	-0.663465	1.228780	0.452082	0.399565	-1.318731	1.164529	-0.835012	-1.382771	1.423115	-1.955650	1.139008	1.426375
CD4 T	-3.817189	-2.152389	1.287473	-3.420201	1.858551	-0.186571	-1.049619	1.015891	0.938317	0.463375	0.197803	0.100898	-0.738829	-0.253261	0.304162	1.027049	-0.319719	0.366201	0.115933	-1.236399	-0.465482	-1.180872	1.802886	0.372737	0.261752	0.106243	-0.213589	1.094910	-0.841804	-0.315687	1.641327	0.325040	-0.223095	-1.063364	0.414870	-2.647815	0.783993	-0.540718	-0.627828	0.558544	-0.239004	1.150107	-0.070076	-1.070076	1.423076	-0.376180	1.159524	-0.211723	-0.518042	-1.323673
B cells	11.127350	1.385981	-1.408047	-0.825620	-2.183255	7.222933	-0.084002	-0.306528	1.587829	-2.966633	0.991265	-0.260290	1.459282	1.302088	0.413956	-1.250052	2.485763	-2.373386	-1.040745	-0.847921	-1.356969	-1.401732	1.431889	-1.727230	-2.491208	1.576345	-0.557240	-0.284011	1.326003	0.189476	-0.798540	-5.215932	1.602925	-0.821928	0.097017	-1.619257	-0.037757	-2.738083	-0.018081	-1.982687	-0.610820	-3.905354	2.865000	4.704819	-1.563164	1.264377	-0.927297	3.059531	-0.233613	2.680642
CD8 T	-2.378052	13.086382	-0.695032	6.143064	3.951860	1.103162	-0.749902	-3.757859	2.561268	2.744030	-4.117626	0.518060	0.143410	0.437831	1.292875	-0.944999	-0.846066	-1.598699	-2.486310	-0.394542	-0.644445	-4.779366	1.059124	-1.839095	1.238029	-0.310580	-4.342877	-0.159412	-1.779032	0.365720	0.901909	-0.997548	3.937491	4.045754	0.637569	-2.914498	-0.315733	3.289037	3.003518	2.099073	-1.227732	2.065143	0.557332	-1.073247	-1.905580	1.248522	0.201510	-2.419270	4.685787	-3.920662
CD4 T	-3.096903	1.247689	-0.184524	-1.587201	-3.417777	1.021101	1.714589	-0.289487	0.272879	-0.138838	-1.741892	2.258130	-0.263723	-0.824377	-1.312832	-1.356280	2.357390	-0.067076	-0.890260	-0.116591	-1.846287	-0.045899	0.325000	-3.310751	-2.485247	-0.088318	1.028798	3.363544	3.131313	-1.092691	-0.891966	-1.774710	2.555457	-3.211060	-0.425557	0.463479	2.716611	-1.605783	1.116505	0.557270	0.360361	-0.915799	-0.157097	2.273373	0.296896	0.796297	0.215801	-1.395410	-2.105130	-0.001175
CD8 T	-4.758250	2.119372	0.103798	0.836248	4.278146	0.705453	1.716019	4.151157	-1.680247	1.839931	-0.156590	-0.104984	-0.389692	-3.861900	1.141320	-1.674533	0.623348	0.762589	1.201110	-0.782807	0.514044	-0.462918	2.149063	-0.441514	-0.654476	-0.036908	-2.549383	3.500340	2.019497	0.978067	-0.917971	1.934370	0.439438	1.678793	0.096299	-1.513057	-1.597872	2.384291	1.230072	-0.976607	1.932921	-1.728716	-0.833766	-2.292349	1.613357	-1.523406	-1.785532	1.725515	-0.049265	0.841767
CD4 T	-2.769935	-1.319202	-0.155887	-1.398805	0.102612	0.664200	-2.095258	0.240291	-0.553342	3.076565	-0.074533	4.480251	-0.168049	1.612424	0.187470	2.519025	-1.409502	-1.322941	0.251015	0.928686	-0.836726	-1.762704	-1.223463	-0.511065	-0.335241	-2.124431	-0.274311	0.854136	-0.380314	-0.111439	1.056179	-1.722501	-0.747371	-0.112069	-2.542546	0.160371	-2.142953	0.090238	0.318168	-0.426477	-0.633169	1.296813	1.728447	-1.051042	-0.113799	-1.629596	-1.362391	1.047918	2.431199	-1.672509
CD4 T	-4.058979	-2.115649	-0.762432	-2.721316	1.002895	-0.109059	-0.650844	2.235083	0.843944	0.106445	0.321945	-1.067479	0.520226	-1.267067	0.844348	0.058289	0.259864	0.563577	-3.026102	0.691053	0.471527	-0.096014	-0.373243	-0.214388	0.997712	-2.868519	0.151162	2.330819	-1.019079	0.591496	-1.769166	0.841345	-0.217156	-0.036990	-0.487092	-0.077334	1.036091	-1.380754	0.766919	1.782664	1.447372	-0.128339	-1.759138	1.095524	0.528882	2.057751	-2.344342	-0.247987	-0.434730	-0.218955
CD8 T	-4.140160	4.086351	-0.044158	0.372005	1.302270	-0.462904	3.323258	0.674926	-1.027410	-1.271362	-0.133317	-1.358584	-0.199010	0.517959	2.011630	-0.739525	-0.683166	-1.816187	-0.161635	0.698105	-0.165721	-0.204000	-0.500612	0.581362	-0.064105	0.933203	1.301102	3.478060	-1.642620	0.965136	1.920422	-3.258371	-1.326565	0.732157	-1.109041	-1.712535	0.340445	-1.541023	-1.492972	0.709243	0.092452	1.153730	-2.745743	-2.792886	1.062420	0.528287	-1.786384	1.916963	1.098864	1.262835
B cells	8.207001	-2.140312	-0.609024	-1.278160	5.121494	-1.603728	-0.105574	2.729280	0.006419	-2.850953	1.195597	1.824941	0.671562	3.782649	3.417693	1.191595	-1.723394	0.648649	-3.247066	-0.471281	3.054567	-0.342340	-0.341034	1.192752	1.129244	-0.984234	2.749285	3.762071	0.253773	0.932395	0.699359	2.101448	-0.900439	0.293564	1.119974	0.973221	-0.419443	1.704777	1.064065	0.593390	0.317882	2.100002	1.149664	-1.665593	5.117408	-0.117623	-0.333675	-2.839253	-0.242075	-1.607443
CD8 T	-2.305614	11.365313	-0.006451	4.144934	2.892581	-1.803092	-1.348208	-2.254084	3.091993	-0.282385	-1.813973	-4.087076	0.322516	3.547264	-1.661083	-2.510422	-3.009726	0.652191	0.111021	1.427062	-3.124316	-2.337368	-1.255606	-1.400338	2.853987	-1.785174	-2.895012	-3.856842	0.563192	-0.061486	-0.921195	-2.182438	-0.831572	-1.124048	-3.059211	0.847868	0.069928	-1.902211	-1.895112	-0.039128	-5.122735	-2.481654	0.590881	2.805869	-0.632856	-0.806381	-2.304368	0.938803	3.358324	-2.338957
CD14 Monocytes	-2.656755	-6.070926	-1.437961	3.047786	2.107989	0.281424	0.552616	0.569376	0.841170	2.441564	-0.149536	3.205334	-0.937146	1.046778	-3.094789	1.384405	-2.793154	-0.239884	-1.731142	0.088002	0.056613	0.057822	0.953997	1.602503	-2.818700	2.495042	0.730420	1.546519	2.289528	1.011220	2.871818	0.314634	1.181626	-3.112715	-0.259036	-0.711550	0.588320	-1.598252	1.716897	-1.453232	1.187227	-1.516950	-0.247216	-0.973084	2.182229	0.168344	-0.069489	1.966525	0.599106	-1.463912
B cells	12.058007	2.357831	-0.802131	-0.056081	-3.147980	0.639666	0.453024	-0.294215	1.248653	1.657431	-1.897667	2.790058	-0.792367	-3.449713	2.400944	2.188022	0.518612	-1.545698	0.003710	-1.938735	0.568051	1.457785	-0.450580	-3.620702	3.102233	-0.217771	-3.990532	1.006925	-1.853759	0.494143	1.067567	0.806384	-1.814110	1.812049	-2.098562	-0.177952	-0.002078	0.295966	0.391403	-2.105126	1.379703	-2.190081	-1.053167	-0.503364	1.003420	-2.858077	1.765295	-1.090376	-1.961240	-1.969272
CD4 T	-4.284443	-0.734502	-0.584410	-2.108377	-0.747260	0.807341	0.266672	-0.269839	1.397756	0.451930	0.941613	-1.395713	-1.902195	1.558192	1.932960	0.858023	1.760521	1.093327	0.481232	-0.419689	0.052476	-1.487676	0.130996	-2.027066	1.953579	-2.146516	-1.211814	1.130527	-3.497831	-2.143394	-0.686947	-2.119831	-4.556351	3.644613	-0.322084	0.470691	-0.397707	-0.579890	-2.775641	-1.005992	-1.483361	-1.189547	0.244562	-1.588630	-0.173015	-0.032044	0.526034	-0.831090	0.844170	-0.967383
CD4 T	-5.367563	1.356047	-0.052476	-1.789016	1.099084	0.105606	0.980636	-0.784235	1.633253	-1.191041	2.635281	-0.815841	0.223834	0.504898	-0.390398	1.733092	-0.001208	0.338016	-2.021977	-2.342985	1.887062	-0.425595	0.324529	-0.138009	1.147683	-0.099125	-0.874424	2.088689	0.410891	1.229822	4.931443	1.783973	1.610765	0.363576	-2.400586	-1.351791	0.091401	1.366757	1.749908	1.587567	0.387469	-0.662666	-1.014736	1.005006	0.414151	0.195470	1.638916	0.599194	-0.849261	1.743608
B cells	8.826594	0.024244	-0.563510	-2.683828	2.159136	-1.890072	-1.406356	-3.145298	0.689746	-1.264160	-1.309898	0.773263	-0.273923	1.643042	0.932796	-1.405627	-1.037730	1.677990	0.628234	2.176370	-2.564990	0.682873	1.052474	-1.316893	1.339291	2.720442	0.459000	1.276625	0.261105	1.657968	-1.402122	0.832952	3.752089	-2.409170	3.125746	-0.604059	-1.053077	0.157106	0.060733	1.713045	-0.080740	1.176378	1.200503	1.417579	2.232178	-2.282058	-2.006420	0.155040	-1.873541	1.961983
CD4 T	-3.398290	0.006533	-0.493174	-2.777684	-2.707567	-0.419994	-0.348007	-1.380156	-1.526620	0.544482	-0.441928	0.293300	0.821589	-0.386754	2.898837	2.465660	-1.324271	0.867484	0.067198	-1.150848	2.292301	2.441430	-0.974230	4.193963	-2.559304	-1.831612	-1.325517	-0.570359	0.478609	0.988788	-2.608485	-0.604510	-0.743212	0.512638	-2.113163	1.193106	-0.957038	-0.509456	1.353206	1.631757	0.845416	0.524211	-0.374767	-0.214852	1.047613	-0.847016	-0.637641	-0.942964	3.386338	0.580953
CD4 T	-4.189921	-0.842963	-0.142925	-2.575409	1.075049	0.485863	-0.627839	0.729327	1.380182	-0.258648	0.152953	-0.321980	-0.547700	-0.846936	0.438158	2.266972	-1.141264	-1.650671	1.005480	-1.029056	-0.957505	1.118846	0.560767	-0.718911	-0.224500	-1.458845	-0.606591	0.535600	1.203757	1.599659	0.942524	-2.453258	0.308659	0.673020	0.686770	0.457172	0.858986	-0.778598	-2.632243	-0.718965	-0.163723	1.867802	-0.972798	1.414772	1.028851	1.683104	-0.829845	-0.223234	-1.721245	-0.096695
CD4 T	-2.939432	-0.150328	-0.746150	-1.977268	-3.454954	-0.569413	-4.723385	0.407825	-3.350886	0.447912	1.617701	-1.784463	-1.766450	1.184858	1.772265	3.465829	1.435104	0.001935	1.269516	0.501469	-0.250576	-1.029234	1.431295	-1.085522	1.319626	1.343093	-0.303545	-0.179181	-0.471672	1.477818	-0.031607	1.014650	-2.860181	3.293269	-1.092220	-2.065330	-1.889698	-1.058115	-2.983234	3.600041	-0.223760	0.338853	-1.725465	-2.005950	-3.641402	-0.410734	-2.524323	0.387131	-0.626957	-0.103159
CD4 T	-4.539218	-2.207258	0.822547	-3.199765	0.365922	0.926806	-1.870833	0.654447	2.189645	-1.985738	2.480336	0.858927	-2.070062	-1.120936	-0.852686	-2.879083	-1.387201	0.968925	-1.329643	-0.134946	-0.747835	-0.295169	-1.603734	-0.871888	0.633993	-0.520100	-2.169314	0.489981	-1.310728	0.790188	-0.962133	1.881747	-0.439367	0.770573	0.127986	-1.506956	-1.573952	2.151595	-0.772943	1.156974	-0.679797	-0.053992	2.002424	-2.506892	2.698244	0.597779	-1.930867	2.215878	-1.839646	1.244287
CD4 T	-2.854997	4.641836	0.561087	1.541680	-1.649829	-0.869573	1.213215	-0.797605	-0.899936	1.367827	3.281107	3.110074	0.109365	0.931237	5.976997	-4.865906	1.705567	-2.799920	2.221101	-4.684902	-2.452225	-0.899184	-1.338866	0.249680	-3.420974	2.519871	-2.995184	-1.082118	4.361796	1.254591	-1.244931	0.849213	4.409961	-0.660749	3.888632	-1.496866	-0.626532	0.741367	1.502020	0.374929	-2.977314	1.388492	2.648522	1.800901	-6.207583	-0.954731	0.282601	1.008552	-1.072271	-0.276182
CD4 T	-2.924635	0.009984	0.225776	-1.615581	-1.124699	-0.813409	1.967916	-1.113765	0.329465	-0.317453	0.134077	1.630939	1.495733	0.197195	1.253224	-0.489607	1.152625	-2.848079	-0.482984	-2.198566	-1.474652	-0.486663	1.231116	-1.749249	-1.212879	1.562377	-2.007056	-0.268229	-0.535307	0.111253	0.666627	-1.818632	-2.349109	-2.798471	1.229779	0.048311	1.201648	3.518866	1.442181	-2.907193	-0.884989	0.029364	0.965993	-1.531130	-0.531167	-0.634455	-2.274221	0.751076	-0.728394	-0.624905
CD8 T	-4.605244	4.425324	-0.493635	0.169933	0.056693	-0.177716	4.016327	-1.475639	0.000301	0.878234	3.242617	3.406418	-0.393034	1.766280	-1.626016	2.531723	1.749431	-0.594816	1.723523	0.786669	0.840180	3.256843	-0.473356	2.767142	-0.485828	-0.359957	1.679811	2.714495	0.394012	-1.274311	-1.596037	0.523158	-0.603708	0.067350	4.746147	-2.893258	1.568122	1.262104	-1.212325	1.896392	-0.421740	0.862553	-0.723335	-2.556245	0.464704	-0.841068	0.062834	-1.421646	-0.410889	0.813062
CD4 T	-4.932395	-0.533099	0.202839	-3.209856	-0.880703	0.545559	-2.999702	-1.739060	-0.503315	1.992826	-0.419373	-0.570547	-4.392059	-1.288255	0.470352	0.014772	2.364351	2.320949	-1.192860	-1.682338	-0.223903	0.472682	-1.706207	1.701863	-2.358879	3.558312	0.229153	1.959935	2.132899	1.287727	2.163561	1.595173	0.156777	-0.769089	-0.313857	-0.168557	-1.783555	-0.778973	0.158155	0.652611	-1.508106	0.001621	-0.529376	2.879998	-0.747192	0.521642	-0.219392	-1.769261	0.892720	-2.121987
CD4 T	-4.031101	0.015012	-0.184072	-2.895630	-3.584159	0.901985	-2.284591	-1.247928	-0.968854	0.709828	1.300626	0.064946	-0.391573	0.781229	0.679355	-1.361500	1.535779	-3.231175	1.727315	-1.827866	1.634128	-0.655614	0.093614	-1.226514	0.160463	1.265482	-1.393288	-1.514925	-1.592888	1.152751	1.283622	0.562509	-1.250133	-0.387915	-0.248255	-1.251280	-0.565976	-2.451624	0.933028	-0.645272	0.473430	0.967821	-0.292366	0.706073	1.152696	-3.452938	-1.940094	1.002494	1.232522	2.408031
CD14 Monocytes	-2.712054	-7.619055	-1.800365	9.291191	-0.690842	-1.459264	-0.503040	-0.100231	-0.209938	-0.424693	-1.056445	-2.624859	0.473791	1.586093	0.408361	-1.269998	1.434687	0.362224	0.567741	-2.595826	-1.090169	1.337361	1.746323	3.705248	-0.119974	-0.901173	0.990495	-1.528692	0.708167	0.070020	-0.670973	-3.386230	1.941869	-0.721264	-1.685338	-1.392096	-0.232964	-3.100710	0.551282	-0.850305	0.527267	0.675205	-4.701285	-0.250712	-1.931345	2.153030	-2.426745	0.535028	-2.640836	-1.071795
B cells	5.507635	-1.376102	-0.130129	-1.629989	4.860292	0.530672	-0.332375	-1.417933	-0.649811	-0.508803	-2.694486	-1.451905	1.634987	3.793373	-1.303261	-0.456545	-0.647526	0.875831	-0.709845	0.937913	1.234527	0.548061	0.461890	-0.404429	2.850413	-0.567205	-0.078932	-0.419005	1.695305	-3.422700	-0.827418	0.436236	-0.008923	0.356431	0.030767	-3.938871	2.499482	-0.156434	1.170730	-2.923048	-0.602702	-0.022835	-0.100287	1.400335	-0.711211	-0.544102	0.678664	-0.981656	1.220954	-0.136347
CD4 T	-2.695302	2.280013	0.245621	-2.355572	-4.576263	0.666160	-1.534091	-2.361088	0.485170	1.128937	-2.177025	3.697335	0.116673	0.072580	1.755857	-0.162238	1.165911	-0.810748	0.588908	2.391381	-1.262646	-0.548012	-1.462282	-1.413742	-0.922720	2.295758	-1.541518	0.179063	-0.096680	0.474054	-0.502675	-0.997969	0.826746	3.319613	-0.701169	0.432117	1.073402	-2.644139	-1.210515	-0.679246	0.335783	-0.955011	-0.771734	1.409000	2.244213	0.334495	2.053983	0.579419	-1.377607	0.074789
B cells	10.015507	-0.469025	1.495615	-1.631890	2.611539	-0.297478	-0.145855	-0.671381	0.538478	-1.926989	2.913614	-1.363161	-2.547847	0.041214	0.500081	-1.169948	0.120047	-1.549948	1.331204	-3.628056	-1.272248	-1.430604	0.809968	-3.556024	1.184190	0.019397	-0.571285	2.553458	1.777744	0.432653	-0.079299	-0.666431	-1.339562	-2.625603	-0.256496	-0.114831	-0.146028	-1.566318	-1.854800	0.466839	3.227239	-2.311932	-2.707902	-1.922270	3.708418	-0.077409	1.016887	-1.743961	2.242044	-1.824889
B cells	8.873523	-0.209295	-0.345472	-1.073527	2.177184	-2.046819	0.550621	0.476014	0.358045	1.231943	0.649615	1.026242	0.814857	-2.631323	-3.454880	3.166756	-1.024154	-1.112141	-1.972491	-0.217424	2.885134	-1.091684	-2.078424	0.393572	1.348316	0.381670	-0.417644	-0.507026	-0.413995	0.290689	0.202984	-1.740145	1.927363	-2.237875	0.487014	-2.061477	-0.815966	0.181778	0.480898	-0.392696	-0.129432	-1.829015	-0.539928	1.152689	1.247557	1.013892	-1.453342	0.625026	3.419181	1.569944
CD4 T	-4.059740	-2.457172	0.309927	-3.647674	2.916596	2.720200	-0.567243	1.112715	-0.412798	-0.646798	-0.686871	0.298031	1.160067	0.299638	1.214041	0.551181	3.274820	0.648814	-0.880705	0.514874	-1.886782	0.686560	0.330089	-1.337229	-1.591467	-0.471725	-0.437829	-1.862054	-2.435376	0.448114	-1.741609	0.167933	1.051208	0.255387	-2.311165	-0.044167	1.438244	-1.336630	0.272020	1.249151	-0.804521	0.870807	-0.461031	1.378072	-0.456306	0.315359	1.064001	2.411497	1.197661	-1.638227
CD4 T	0.543284	0.868401	2.810845	2.664296	-5.635514	-3.808948	-5.921354	3.876409	2.896392	-5.305198	5.617718	0.380587	0.712709	-0.542539	-0.258568	0.835734	-0.501098	2.941306	0.408153	-1.431740	1.717779	2.408893	-3.513574	-1.612079	-1.862278	-2.423462	-3.597618	2.138226	1.538839	0.932435	3.542729	0.550823	1.914124	-2.105960	-3.176773	0.240237	4.001513	-2.798329	2.098651	-0.368982	-0.785698	2.838590	0.586650	-3.892775	-5.819996	2.128699	0.050033	2.134053	0.948862	-2.499016
CD4 T	-3.728910	-1.008445	-0.896270	-1.284622	-0.588730	0.412576	-1.110049	0.402370	0.092176	1.485366	0.723704	-0.239011	-1.432423	0.322313	2.384962	0.042390	-2.819619	0.388885	-0.120739	-0.041252	-1.796996	-3.250179	0.013101	0.024840	-0.660303	3.027958	0.631967	-1.644582	1.765104	-1.531531	-2.479021	-0.754329	-1.933280	-1.208167	0.327762	-0.285680	1.101367	-5.088485	-0.607426	-1.761230	-1.759994	-0.399624	-1.112871	-0.852207	0.145946	-1.597090	0.278914	-3.009265	-0.932289	1.295819
CD8 T	-4.555258	3.731605	-0.245129	0.173904	0.387829	-0.164037	4.833278	0.095211	1.271822	0.641111	-0.353848	-1.252579	0.419710	1.113348	-0.638562	0.243866	-1.595773	-0.231980	0.599526	-0.214577	1.178617	-1.605009	0.012759	-0.614932	-2.920343	0.408062	-1.567250	0.329007	-3.287341	-0.989742	-1.784595	1.304352	2.885231	1.458298	0.176615	-1.209802	1.184676	-0.451857	2.508882	-1.260412	-0.104497	0.712744	-3.753536	-1.711627	0.014627	1.565110	-1.634997	0.783576	-1.183238	0.757419
B cells	9.648105	1.024904	-0.629682	0.817928	-2.704734	5.018885	0.641413	1.206554	0.044657	-0.207381	3.582779	2.138422	-1.739893	-0.305852	1.676397	2.118667	1.802985	-1.445531	1.304960	2.056793	-0.795328	-1.832303	1.020613	1.683884	-0.094115	0.468140	3.963359	-0.798482	0.569028	-0.364036	-1.153737	-0.371032	1.130855	1.418176	-1.829810	1.080287	-0.583714	-1.796447	1.596710	-1.168996	1.737628	1.406258	-0.423973	1.173505	-0.199063	-0.536119	2.732170	-1.456153	0.423184	0.996089
CD14 Monocytes	-3.206192	-6.226166	-2.285304	6.621350	-0.550814	-1.562206	-0.750429	0.530098	-0.152442	-0.211084	-1.138820	0.766576	-0.405346	0.088988	1.829112	-1.283296	-0.554078	-2.963726	-1.842072	-1.560463	1.048888	-0.127020	1.661463	-0.028231	-0.558367	0.722952	0.424647	2.337330	-0.139610	-0.230039	0.707245	0.062080	-0.307903	0.214711	-0.554120	0.329553	-0.815589	0.663703	1.686984	-0.256442	-1.512908	0.926967	0.158158	0.179995	1.538644	1.377541	-0.306925	0.346861	1.368691	1.669216
CD8 T	-2.235101	3.617390	-0.309969	0.550692	-1.987849	-0.854863	4.821728	1.686308	0.666149	-3.002636	2.049509	-2.600827	-2.186486	0.947482	-0.794936	3.574599	1.005351	-3.252160	-0.159469	1.482400	2.793656	2.644953	-2.894248	-0.309225	3.096031	1.969050	-3.897396	0.173670	-0.306699	2.144799	4.097986	-0.937928	0.590776	0.781464	3.230708	1.428726	-0.842145	1.333007	-3.258545	2.950213	-0.588381	-2.381983	0.882966	-2.210613	-1.759073	-0.230752	3.972809	1.294154	-0.381245	-0.015675
CD8 T	-3.593988	12.000939	0.192097	4.838192	2.709288	0.996026	-2.291534	-2.053090	0.914251	3.192467	-1.548191	-2.131091	-0.722158	-2.379712	-0.704122	5.243639	-0.813533	-0.863037	-0.846367	0.568634	-5.704119	-3.911458	-1.561754	0.553204	-1.866645	1.750495	-0.458652	0.452609	2.156199	-1.050521	1.159473	2.012281	-6.103544	0.793707	2.371916	1.765575	-0.208910	-2.285737	-0.257332	2.504353	-3.805160	-0.224854	-0.253941	0.582487	0.141778	-0.783173	2.463438	-0.548250	0.205657	-0.252924
CD8 T	-5.149790	14.869586	-0.055276	6.230041	6.044270	1.235658	-2.706298	0.450485	-0.659260	0.938724	-0.275981	-2.701942	-1.124410	-0.349868	-1.748672	1.351248	-1.970286	4.112387	0.619726	-3.239811	-0.090732	1.051105	2.412023	-1.069401	-0.937253	2.256452	-0.069111	-1.131098	1.816627	-2.081244	-0.300123	2.283925	2.184515	5.443142	1.847291	0.824752	-4.798812	-0.526482	3.089527	-1.452269	0.773856	-0.623240	0.641937	-1.146519	-0.652439	-0.011277	0.589016	-2.772718	1.948548	-0.688198
